schemeName,2018,2019,2020,2021,2022,2023,2024
Nippon India Overnight Fund - Direct Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Overnight Fund - Regular Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Passive Flexicap FoF - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Passive Flexicap FoF - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Pharma Fund-Growth Plan-Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Pharma Fund-Growth Plan-Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Power & Infra Fund-Growth Plan -Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Power & Infra Fund-Growth Plan-Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Quant Fund -Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Quant Fund -Growth Plan -Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Short Term Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Short Term Fund-Growth Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Silver ETF,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Silver ETF FOF- Direct Plan-Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Silver ETF FOF- Direct Plan-IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Silver ETF FOF- Regular Plan-IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Silver ETF FOF-Regular Plan- Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Small Cap Fund - Growth Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Small Cap Fund - Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Bonus Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Nippon India Strategic Debt Fund - Direct Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Bonus Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Direct Plan - Bonus Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Bonus Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Bonus Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Taiwan Equity Fund- Direct Plan- IDCW option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Taiwan Equity Fund- Regular Plan- IDCW option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Taiwan Equity fund- Regular Plan- Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India US Equity Opportunites Fund- Growth Plan- Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Ultra Short Duration Fund- Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Value Fund - Direct Plan Growth Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Value Fund- Growth Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Vision Fund - Direct Plan Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Vision Fund-GROWTH PLAN-Bonus Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Vision Fund-GROWTH PLAN-Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Old Bridge Focused Equity Fund - Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Old Bridge Focused Equity Fund - Direct IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Old Bridge Focused Equity Fund - Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Old Bridge Focused Equity Fund - Regular IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Arbitrage Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Arbitrage Fund - Regular Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Balanced Advantage Fund - Direct Plan - Dividend Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Balanced Advantage Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Banking and PSU Debt Fund - Regular Dividend,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund -Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend,ACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Banking and PSU Debt fund- Direct Plan-Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option",INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option",INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option",INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option",INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Corporate Bond Fund - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Credit Risk Fund - Direct Plan - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Direct Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Direct Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Regular Plan - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Regular Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Regular Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Regular Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Annual Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan - Monthly Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan Annual Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Credit Risk Fund - Segregated Portfolio 1- Regular Quarterly Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1 -Regular Plan -Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1 -Regular Plan -Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1 -Regular Plan -Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1 -Regular Plan -Regular Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1-Direct Plan -Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1-Direct Plan -Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dual Advantage Fund -Series 1-Direct Plan -Regular Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Dynamic Bond Fund - Dividend Option - Monthly,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Dynamic Bond Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Emerging Markets Equity Fund - Direct Plan - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Emerging Markets Equity Fund - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Emerging Markets Equity Fund - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Annual Dividend option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,ACTIVE,ACTIVE,INACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Equity Savings Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Monthly Dividend option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Equity Savings Fund - Quarterly  Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duartion Fund - Series AE - DIrect Plan - Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duartion Fund - Series AE -Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duartion Fund - Series AE-Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duartion Fund - Series AF - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series 29 - Direct Plan - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series 29 - Regular Plan - Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series 29 - Regular Plan - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series 31 - Direct Plan - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series 31 - Regular Plan - Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series 31 - Regular Plan - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AA - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AA - Direct Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AA - Regular Plan - Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
