schemeName,2018,2019,2020,2021,2022,2023,2024
PGIM India Fixed Duration Fund - Series AA - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AA - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AB - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AB - Regular Plan - Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AB - Regular Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AB - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AB - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Direct Plan - Dividend - Annual,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Direct Plan - Regular Dividend,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Regular Plan - Dividend - Annual,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Regular Plan - Dividend - Quarterly,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Regular Plan - Dividend - Regular,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AC - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AE - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AE - Regular Plan - Regular Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AF - Direct Plan - Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AF - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AF - Regular Plan - Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AF - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AG Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AG- Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AP - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AP - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AP - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AQ - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AQ - Direct Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AQ - Regular Plan- Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AR - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AR - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AR - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AR - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AT - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AT - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AT - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AT - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AU - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AU - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AU - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AU - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AY - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AY - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AZ - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series AZ - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BA - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BA - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BA - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BA - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BB - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BB - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BB - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BB - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BC - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BC - Direct Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BC - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BC - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BC - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BE - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BE - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BE - Regular Plan - Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund - Series BE - Regular Plan - Standard Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund Series AZ - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund- Series AH - Regular Plan Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund- Series AH- Direct Plan Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund- Series AH- Direct Plan- Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund- Series AH- Regular Plan- Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund- Series AH- Regular Plan- Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Fixed Duration Fund- Series AH-Direct Plan Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Flexi Cap Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Flexi Cap Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Gilt Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Gilt Fund - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Gilt Fund - Quarterly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Global Equity Opportunities Fund - Direct Plan - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Global Equity Opportunities Fund - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Global Equity Opportunities Fund - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Hybrid Equity Fund - Direct Plan - Annual Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Hybrid Equity Fund - Direct Plan - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Hybrid Equity Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Hybrid Equity Fund - Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Hybrid Equity Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Hybrid Equity Fund - Regular Plan - Annual Dividend Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Hybrid Equity Fund-Monthly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Hybrid Equity Fund-Quarterly Dividend Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Hybrid Fixed Term Fund - Series 12 - Direct Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Hybrid Fixed Term Fund - Series 12 - Regular Plan - Dividend (Payout),ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Hybrid Fixed Term Fund - Series 12 - Regular Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India INSTA CASH FUND - BONUS OPTION,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Insta Cash Fund - Unclaimed Dividend Plan - Below 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Insta Cash Fund - Unclaimed Redemption Plan - Above 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Insta Cash Fund - Unclamied Dividend Plan - Above 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Insta Cash Fund - Unlcaimed Redemption Plan - Below 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Large Cap Fund - Direct Plan - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Large Cap Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Large Cap Fund - Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Large Cap Fund - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Large Cap Fund - Series 2 - Direct Plan - Dividend (Payout),ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Large Cap Fund - Series 2 - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Large Cap Fund - Series 2 - Regular Plan - Dividend (Payout),ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Large Cap Fund - Series 2 - Regular Plan - Growth,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Large and Midcap Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
PGIM India Large and Midcap Fund - Direct Plan - IDCW option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
PGIM India Large and Midcap Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
PGIM India Liquid Fund - Daily Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Direct Plan - Daily Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Direct Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Direct Plan - Weekly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Liquid Fund - Weekly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Low Duration Fund  -  Annual  Bonus,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
PGIM India Low Duration Fund - DAILY DIV,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Direct Plan - Daily Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Direct Plan - Monthly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Direct Plan - Weekly Dividend,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - GR,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Annual Dividend Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Monthly Dividend Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Quarterly Dividend Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan - Monthly Dividend Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan- Annual Dividend Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund - Segregated Portfolio 1- Regular Plan - Quarterly Dividend Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Low Duration Fund INSTITUTIONAL -GR,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Low Duration Fund INSTITUTIONAL -Weekly,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Low Duration Fund INSTITUTIONAL-Daily,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
PGIM India Low Duration Fund- MONTHLY DIV,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Low Duration Fund- WEEKLY DIV,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE
PGIM India Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Annual IDCW option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Monthly IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Quarterly IDCW option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Monthly IDCW option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Quarterly IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
PGIM India Overnight Fund - Direct Plan - Daily Dividend Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Overnight Fund - Direct Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
PGIM India Overnight Fund - Regular Plan- Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
